番号,日本語,英語,ドイツ語,フランス語,韓国語,中国語（簡）,中国語（繁）
676,トリミアン,Furfrou,Coiffwaff,Couafarel,트리미앙,多丽米亚,多麗米亞
677,ニャスパー,Espurr,Psiau,Psystigri,냐스퍼,妙喵,妙喵
678,ニャオニクス,Meowstic,Psiaugon,Mistigrix,냐오닉스,超能妙喵,超能妙喵
679,ヒトツキ,Honedge,Gramokles,Monorpale,단칼빙,独剑鞘,獨劍鞘
680,ニダンギル,Doublade,Duokles,Dimoclès,쌍검킬,双剑鞘,雙劍鞘
681,ギルガルド,Aegislash,Durengard,Exagide,킬가르도,坚盾剑怪,堅盾劍怪
682,シュシュプ,Spritzee,Parfi,Fluvetin,슈쁘,粉香香,粉香香
683,フレフワン,Aromatisse,Parfinesse,Cocotine,프레프티르,芳香精,芳香精
684,ペロッパフ,Swirlix,Flauschling,Sucroquin,나룸퍼프,绵绵泡芙,綿綿泡芙
685,ペロリーム,Slurpuff,Sabbaione,Cupcanaille,나루림,胖甜妮,胖甜妮
686,マーイーカ,Inkay,Iscalar,Sepiatop,오케이징,好啦鱿,好啦魷
687,カラマネロ,Malamar,Calamanero,Sepiatroce,칼라마네로,乌贼王,烏賊王
688,カメテテ,Binacle,Bithora,Opermine,거북손손,龟脚脚,龜腳腳
689,ガメノデス,Barbaracle,Thanathora,Golgopathe,거북손데스,龟足巨铠,龜足巨鎧
690,クズモー,Skrelp,Algitt,Venalgue,수레기,垃垃藻,垃垃藻
691,ドラミドロ,Dragalge,Tandrak,Kravarech,드래캄,毒藻龙,毒藻龍
692,ウデッポウ,Clauncher,Scampisto,Flingouste,완철포,铁臂枪虾,鐵臂槍蝦
693,ブロスター,Clawitzer,Wummer,Gamblast,블로스터,钢炮臂虾,鋼炮臂蝦
694,エリキテル,Helioptile,Eguana,Galvaran,목도리키텔,伞电蜥,傘電蜥
695,エレザード,Heliolisk,Elezard,Iguolta,일레도리자드,光电伞蜥,光電傘蜥
696,チゴラス,Tyrunt,Balgoras,Ptyranidur,티고라스,宝宝暴龙,寶寶暴龍
697,ガチゴラス,Tyrantrum,Monargoras,Rexillius,견고라스,怪颚龙,怪顎龍
698,アマルス,Amaura,Amarino,Amagara,아마루스,冰雪龙,冰雪龍
699,アマルルガ,Aurorus,Amagarga,Dragmara,아마루르가,冰雪巨龙,冰雪巨龍
700,ニンフィア,Sylveon,Feelinara,Nymphali,님피아,仙子伊布,仙子伊布
701,ルチャブル,Hawlucha,Resladero,Brutalibré,루차불,摔角鹰人,摔角鷹人
702,デデンネ,Dedenne,Dedenne,Dedenne,데덴네,咚咚鼠,咚咚鼠
703,メレシー,Carbink,Rocara,Strassie,멜리시,小碎钻,小碎鑽
704,ヌメラ,Goomy,Viscora,Mucuscule,미끄메라,黏黏宝,黏黏寶
705,ヌメイル,Sliggoo,Viscargot,Colimucus,미끄네일,黏美儿,黏美兒
706,ヌメルゴン,Goodra,Viscogon,Muplodocus,미끄래곤,黏美龙,黏美龍
707,クレッフィ,Klefki,Clavion,Trousselin,클레피,钥圈儿,鑰圈兒
708,ボクレー,Phantump,Paragoni,Brocélôme,나목령,小木灵,小木靈
709,オーロット,Trevenant,Trombork,Desséliande,대로트,朽木妖,朽木妖
710,バケッチャ,Pumpkaboo,Irrbis,Pitrouille,호바귀,南瓜精,南瓜精
711,パンプジン,Gourgeist,Pumpdjinn,Banshitrouye,펌킨인,南瓜怪人,南瓜怪人
712,カチコール,Bergmite,Arktip,Grelaçon,꽁어름,冰宝,冰寶
713,クレベース,Avalugg,Arktilas,Séracrawl,크레베이스,冰岩怪,冰岩怪
714,オンバット,Noibat,eF-eM,Sonistrelle,음뱃,嗡蝠,嗡蝠
715,オンバーン,Noivern,UHaFnir,Bruyverne,음번,音波龙,音波龍
716,ゼルネアス,Xerneas,Xerneas,Xerneas,제르네아스,哲尔尼亚斯,哲爾尼亞斯
717,イベルタル,Yveltal,Yveltal,Yveltal,이벨타르,伊裴尔塔尔,伊裴爾塔爾
718,ジガルデ,Zygarde,Zygarde,Zygarde,지가르데,基格尔德,基格爾德
719,ディアンシー,Diancie,Diancie,Diancie,디안시,蒂安希,蒂安希
720,フーパ,Hoopa,Hoopa,Hoopa,후파,胡帕,胡帕
721,ボルケニオン,Volcanion,Volcanion,Volcanion,볼케니온,波尔凯尼恩,波爾凱尼恩
722,モクロー,Rowlet,Bauz,Brindibou,나몰빼미,木木枭,木木梟
723,フクスロー,Dartrix,Arboretoss,Efflèche,빼미스로우,投羽枭,投羽梟
724,ジュナイパー,Decidueye,Silvarro,Archéduc,모크나이퍼,狙射树枭,狙射樹梟
725,ニャビー,Litten,Flamiau,Flamiaou,냐오불,火斑喵,火斑喵
726,ニャヒート,Torracat,Miezunder,Matoufeu,냐오히트,炎热喵,炎熱喵
727,ガオガエン,Incineroar,Fuegro,Félinferno,어흥염,炽焰咆哮虎,熾焰咆哮虎
728,アシマリ,Popplio,Robball,Otaquin,누리공,球球海狮,球球海獅
729,オシャマリ,Brionne,Marikeck,Otarlette,키요공,花漾海狮,花漾海獅
730,アシレーヌ,Primarina,Primarene,Oratoria,누리레느,西狮海壬,西獅海壬
731,ツツケラ,Pikipek,Peppeck,Picassaut,콕코구리,小笃儿,小篤兒
732,ケララッパ,Trumbeak,Trompeck,Piclairon,크라파,喇叭啄鸟,喇叭啄鳥
733,ドデカバシ,Toucannon,Tukanon,Bazoucan,왕큰부리,铳嘴大鸟,銃嘴大鳥
734,ヤングース,Yungoos,Mangunior,Manglouton,영구스,猫鼬少,貓鼬少
735,デカグース,Gumshoos,Manguspektor,Argouste,형사구스,猫鼬探长,貓鼬探長
736,アゴジムシ,Grubbin,Mabula,Larvibule,턱지충이,强颚鸡母虫,強顎雞母蟲
737,デンヂムシ,Charjabug,Akkup,Chrysapile,전지충이,虫电宝,蟲電寶
738,クワガノン,Vikavolt,Donarion,Lucanon,투구뿌논,锹农炮虫,鍬農炮蟲
739,マケンカニ,Crabrawler,Krabbox,Crabagarre,오기지게,好胜蟹,好勝蟹
740,ケケンカニ,Crabominable,Krawell,Crabominable,모단단게,好胜毛蟹,好勝毛蟹
741,オドリドリ,Oricorio,Choreogel,Plumeline,춤추새,花舞鸟,花舞鳥
742,アブリー,Cutiefly,Wommel,Bombydou,에블리,萌虻,萌虻
743,アブリボン,Ribombee,Bandelby,Rubombelle,에리본,蝶结萌虻,蝶結萌虻
744,イワンコ,Rockruff,Wuffels,Rocabot,암멍이,岩狗狗,岩狗狗
745,ルガルガン,Lycanroc,Wolwerock,Lougaroc,루가루암,鬃岩狼人,鬃岩狼人
746,ヨワシ,Wishiwashi,Lusardin,Froussardine,약어리,弱丁鱼,弱丁魚
747,ヒドイデ,Mareanie,Garstella,Vorastérie,시마사리,好坏星,好壞星
748,ドヒドイデ,Toxapex,Aggrostella,Prédastérie,더시마사리,超坏星,超壞星
749,ドロバンコ,Mudbray,Pampuli,Tiboudet,머드나기,泥驴仔,泥驢仔
750,バンバドロ,Mudsdale,Pampross,Bourrinos,만마드,重泥挽马,重泥挽馬
751,シズクモ,Dewpider,Araqua,Araqua,물거미,滴蛛,滴蛛
752,オニシズクモ,Araquanid,Aranestro,Tarenbulle,깨비물거미,滴蛛霸,滴蛛霸
753,カリキリ,Fomantis,Imantis,Mimantis,짜랑랑,伪螳草,偽螳草
754,ラランテス,Lurantis,Mantidea,Floramantis,라란티스,兰螳花,蘭螳花
755,ネマシュ,Morelull,Bubungus,Spododo,자마슈,睡睡菇,睡睡菇
756,マシェード,Shiinotic,Lamellux,Lampignon,마셰이드,灯罩夜菇,燈罩夜菇
757,ヤトウモリ,Salandit,Molunk,Tritox,야도뇽,夜盗火蜥,夜盜火蜥
758,エンニュート,Salazzle,Amfira,Malamandre,염뉴트,焰后蜥,焰后蜥
759,ヌイコグマ,Stufful,Velursi,Nounourson,포곰곰,童偶熊,童偶熊
760,キテルグマ,Bewear,Kosturso,Chelours,이븐곰,穿着熊,穿著熊
761,アマカジ,Bounsweet,Frubberl,Croquine,달콤아,甜竹竹,甜竹竹
762,アママイコ,Steenee,Frubaila,Candine,달무리나,甜舞妮,甜舞妮
763,アマージョ,Tsareena,Fruyal,Sucreine,달코퀸,甜冷美后,甜冷美后
764,キュワワー,Comfey,Curelei,Guérilande,큐아링,花疗环环,花療環環
765,ヤレユータン,Oranguru,Kommandutan,Gouroutan,하랑우탄,智挥猩,智揮猩
766,ナゲツケサル,Passimian,Quartermak,Quartermac,내던숭이,投掷猴,投擲猴
767,コソクムシ,Wimpod,Reißlaus,Sovkipou,꼬시레,胆小虫,膽小蟲
768,グソクムシャ,Golisopod,Tectass,Sarmuraï,갑주무사,具甲武者,具甲武者
769,スナバァ,Sandygast,Sankabuh,Bacabouh,모래꿍,沙丘娃,沙丘娃
770,シロデスナ,Palossand,Colossand,Trépassable,모래성이당,噬沙堡爷,噬沙堡爺
771,ナマコブシ,Pyukumuku,Gufa,Concombaffe,해무기,拳海参,拳海參
772,タイプ:ヌル,Type: Null,Typ:Null,Type:0,타입:널,属性：空,屬性：空
773,シルヴァディ,Silvally,Amigento,Silvallié,실버디,银伴战兽,銀伴戰獸
774,メテノ,Minior,Meteno,Météno,메테노,小陨星,小隕星
775,ネッコアラ,Komala,Koalelu,Dodoala,자말라,树枕尾熊,樹枕尾熊
776,バクガメス,Turtonator,Tortunator,Boumata,폭거북스,爆焰龟兽,爆焰龜獸
777,トゲデマル,Togedemaru,Togedemaru,Togedemaru,토게데마루,托戈德玛尔,托戈德瑪爾
778,ミミッキュ,Mimikyu,Mimigma,Mimiqui,따라큐,谜拟Ｑ,謎擬Ｑ
779,ハギギシリ,Bruxish,Knirfish,Denticrisse,치갈기,磨牙彩皮鱼,磨牙彩皮魚
780,ジジーロン,Drampa,Sen-Long,Draïeul,할비롱,老翁龙,老翁龍
781,ダダリン,Dhelmise,Moruda,Sinistrail,타타륜,破破舵轮,破破舵輪
782,ジャラコ,Jangmo-o,Miniras,Bébécaille,짜랑꼬,心鳞宝,心鱗寶
783,ジャランゴ,Hakamo-o,Mediras,Écaïd,짜랑고우,鳞甲龙,鱗甲龍
784,ジャラランガ,Kommo-o,Grandiras,Ékaïser,짜랑고우거,杖尾鳞甲龙,杖尾鱗甲龍
785,カプ・コケコ,Tapu Koko,Kapu-Riki,Tokorico,카푸꼬꼬꼭,卡璞・鸣鸣,卡璞・鳴鳴
786,カプ・テテフ,Tapu Lele,Kapu-Fala,Tokopiyon,카푸나비나,卡璞・蝶蝶,卡璞・蝶蝶
787,カプ・ブルル,Tapu Bulu,Kapu-Toro,Tokotoro,카푸브루루,卡璞・哞哞,卡璞・哞哞
788,カプ・レヒレ,Tapu Fini,Kapu-Kime,Tokopisco,카푸느지느,卡璞・鳍鳍,卡璞・鰭鰭
789,コスモッグ,Cosmog,Cosmog,Cosmog,코스모그,科斯莫古,科斯莫古
790,コスモウム,Cosmoem,Cosmovum,Cosmovum,코스모움,科斯莫姆,科斯莫姆
791,ソルガレオ,Solgaleo,Solgaleo,Solgaleo,솔가레오,索尔迦雷欧,索爾迦雷歐
792,ルナアーラ,Lunala,Lunala,Lunala,루나아라,露奈雅拉,露奈雅拉
793,ウツロイド,Nihilego,Anego,Zéroïd,텅비드,虚吾伊德,虛吾伊德
794,マッシブーン,Buzzwole,Masskito,Mouscoto,매시붕,爆肌蚊,爆肌蚊
795,フェローチェ,Pheromosa,Schabelle,Cancrelove,페로코체,费洛美螂,費洛美螂
796,デンジュモク,Xurkitree,Voltriant,Câblifère,전수목,电束木,電束木
797,テッカグヤ,Celesteela,Kaguron,Bamboiselle,철화구야,铁火辉夜,鐵火輝夜
798,カミツルギ,Kartana,Katagami,Katagami,종이신도,纸御剑,紙御劍
799,アクジキング,Guzzlord,Schlingking,Engloutyran,악식킹,恶食大王,惡食大王
800,ネクロズマ,Necrozma,Necrozma,Necrozma,네크로즈마,奈克洛兹玛,奈克洛茲瑪
801,マギアナ,Magearna,Magearna,Magearna,마기아나,玛机雅娜,瑪機雅娜
802,マーシャドー,Marshadow,Marshadow,Marshadow,마샤도,玛夏多,瑪夏多
803,ベベノム,Poipole,Venicro,Vémini,베베놈,毒贝比,毒貝比
804,アーゴヨン,Naganadel,Agoyon,Mandrillon,아고용,四颚针龙,四顎針龍
805,ツンデツンデ,Stakataka,Muramura,Ama-Ama,차곡차곡,垒磊石,壘磊石
806,ズガドーン,Blacephalon,Kopplosio,Pierroteknik,두파팡,砰头小丑,砰頭小丑
807,ゼラオラ,Zeraora,Zeraora,Zeraora,제라오라,捷拉奥拉,捷拉奧拉
808,メルタン,Meltan,Meltan,Meltan,멜탄,美录坦,美錄坦
809,メルメタル,Melmetal,Melmetal,Melmetal,멜메탈,美录梅塔,美錄梅塔
810,サルノリ,Grookey,Chimpep,Ouistempo,흥나숭,敲音猴,敲音猴
811,バチンキー,Thwackey,Chimstix,Badabouin,채키몽,啪咚猴,啪咚猴
812,ゴリランダー,Rillaboom,Gortrom,Gorythmic,고릴타,轰擂金刚猩,轟擂金剛猩
813,ヒバニー,Scorbunny,Hopplo,Flambino,염버니,炎兔儿,炎兔兒
814,ラビフット,Raboot,Kickerlo,Lapyro,래비풋,腾蹴小将,騰蹴小將
815,エースバーン,Cinderace,Liberlo,Pyrobut,에이스번,闪焰王牌,閃焰王牌
816,メッソン,Sobble,Memmeon,Larméléon,울머기,泪眼蜥,淚眼蜥
817,ジメレオン,Drizzile,Phlegleon,Arrozard,누겔레온,变涩蜥,變澀蜥
818,インテレオン,Inteleon,Intelleon,Lézargus,인텔리레온,千面避役,千面避役
819,ホシガリス,Skwovet,Raffel,Rongourmand,탐리스,贪心栗鼠,貪心栗鼠
820,ヨクバリス,Greedent,Schlaraffel,Rongrigou,요씽리스,藏饱栗鼠,藏飽栗鼠
821,ココガラ,Rookidee,Meikro,Minisange,파라꼬,稚山雀,稚山雀
822,アオガラス,Corvisquire,Kranoviz,Bleuseille,파크로우,蓝鸦,藍鴉
823,アーマーガア,Corviknight,Krarmor,Corvaillus,아머까오,钢铠鸦,鋼鎧鴉
824,サッチムシ,Blipbug,Sensect,Larvadar,두루지벌레,索侦虫,索偵蟲
825,レドームシ,Dottler,Keradar,Coléodôme,레돔벌레,天罩虫,天罩蟲
826,イオルブ,Orbeetle,Maritellit,Astronelle,이올브,以欧路普,以歐路普
827,クスネ,Nickit,Kleptifux,Goupilou,훔처우,偷儿狐,偷兒狐
828,フォクスライ,Thievul,Gaunux,Roublenard,폭슬라이,狐大盗,狐大盜
829,ヒメンカ,Gossifleur,Cottini,Tournicoton,꼬모카,幼棉棉,幼棉棉
830,ワタシラガ,Eldegoss,Cottomi,Blancoton,백솜모카,白蓬蓬,白蓬蓬
831,ウールー,Wooloo,Wolly,Moumouton,우르,毛辫羊,毛辮羊
832,バイウールー,Dubwool,Zwollock,Moumouflon,배우르,毛毛角羊,毛毛角羊
833,カムカメ,Chewtle,Kamehaps,Khélocrok,깨물부기,咬咬龟,咬咬龜
834,カジリガメ,Drednaw,Kamalm,Torgamord,갈가부기,暴噬龟,暴噬龜
835,ワンパチ,Yamper,Voldi,Voltoutou,멍파치,来电汪,來電汪
836,パルスワン,Boltund,Bellektro,Fulgudog,펄스멍,逐电犬,逐電犬
837,タンドン,Rolycoly,Klonkett,Charbi,탄동,小炭仔,小炭仔
838,トロッゴン,Carkol,Wagong,Wagomine,탄차곤,大炭车,大炭車
839,セキタンザン,Coalossal,Montecarbo,Monthracite,석탄산,巨炭山,巨炭山
840,カジッチュ,Applin,Knapfel,Verpom,과사삭벌레,啃果虫,啃果蟲
841,アップリュー,Flapple,Drapfel,Pomdrapi,애프룡,苹裹龙,蘋裹龍
842,タルップル,Appletun,Schlapfel,Dratatin,단지래플,丰蜜龙,豐蜜龍
843,スナヘビ,Silicobra,Salanga,Dunaja,모래뱀,沙包蛇,沙包蛇
844,サダイジャ,Sandaconda,Sanaconda,Dunaconda,사다이사,沙螺蟒,沙螺蟒
845,ウッウ,Cramorant,Urgl,Nigosier,윽우지,古月鸟,古月鳥
846,サシカマス,Arrokuda,Pikuda,Embrochet,찌로꼬치,刺梭鱼,刺梭魚
847,カマスジョー,Barraskewda,Barrakiefa,Hastacuda,꼬치조,戽斗尖梭,戽斗尖梭
848,エレズン,Toxel,Toxel,Toxizap,일레즌,毒电婴,毒電嬰
849,ストリンダー,Toxtricity,Riffex,Salarsen,스트린더,颤弦蝾螈,顫弦蠑螈
850,ヤクデ,Sizzlipede,Thermopod,Grillepattes,태우지네,烧火蚣,燒火蚣
851,マルヤクデ,Centiskorch,Infernopod,Scolocendre,다태우지네,焚焰蚣,焚焰蚣
852,タタッコ,Clobbopus,Klopptopus,Poulpaf,때때무노,拳拳蛸,拳拳蛸
853,オトスパス,Grapploct,Kaocto,Krakos,케오퍼스,八爪武师,八爪武師
854,ヤバチャ,Sinistea,Fatalitee,Théffroi,데인차,来悲茶,來悲茶
855,ポットデス,Polteageist,Mortipot,Polthégeist,포트데스,怖思壶,怖思壺
856,ミブリム,Hatenna,Brimova,Bibichut,몸지브림,迷布莉姆,迷布莉姆
857,テブリム,Hattrem,Brimano,Chapotus,손지브림,提布莉姆,提布莉姆
858,ブリムオン,Hatterene,Silembrim,Sorcilence,브리무음,布莉姆温,布莉姆溫
859,ベロバー,Impidimp,Bähmon,Grimalin,메롱꿍,捣蛋小妖,搗蛋小妖
860,ギモー,Morgrem,Pelzebub,Fourbelin,쏘겨모,诈唬魔,詐唬魔
861,オーロンゲ,Grimmsnarl,Olangaar,Angoliath,오롱털,长毛巨魔,長毛巨魔
862,タチフサグマ,Obstagoon,Barrikadax,Ixon,가로막구리,堵拦熊,堵攔熊
863,ニャイキング,Perrserker,Mauzinger,Berserkatt,나이킹,喵头目,喵頭目
864,サニゴーン,Cursola,Gorgasonn,Corayôme,산호르곤,魔灵珊瑚,魔靈珊瑚
865,ネギガナイト,Sirfetch'd,Lauchzelot,Palarticho,창파나이트,葱游兵,蔥遊兵
866,バリコオル,Mr. Rime,Pantifrost,M. Glaquette,마임꽁꽁,踏冰人偶,踏冰人偶
867,デスバーン,Runerigus,Oghnatoll,Tutétékri,데스판,死神板,死神板
868,マホミル,Milcery,Hokumil,Crèmy,마빌크,小仙奶,小仙奶
869,マホイップ,Alcremie,Pokusan,Charmilly,마휘핑,霜奶仙,霜奶仙
870,タイレーツ,Falinks,Legios,Hexadron,대여르,列阵兵,列陣兵
871,バチンウニ,Pincurchin,Britzigel,Wattapik,찌르성게,啪嚓海胆,啪嚓海膽
872,ユキハミ,Snom,Snomnom,Frissonille,누니머기,雪吞虫,雪吞蟲
873,モスノウ,Frosmoth,Mottineva,Beldeneige,모스노우,雪绒蛾,雪絨蛾
874,イシヘンジン,Stonjourner,Humanolith,Dolman,돌헨진,巨石丁,巨石丁
875,コオリッポ,Eiscue,Kubuin,Bekaglaçon,빙큐보,冰砌鹅,冰砌鵝
876,イエッサン,Indeedee,Servol,Wimessir,에써르,爱管侍,愛管侍
877,モルペコ,Morpeko,Morpeko,Morpeko,모르페코,莫鲁贝可,莫魯貝可
878,ゾウドウ,Cufant,Kupfanti,Charibari,끼리동,铜象,銅象
879,ダイオウドウ,Copperajah,Patinaraja,Pachyradjah,대왕끼리동,大王铜象,大王銅象
880,パッチラゴン,Dracozolt,Lectragon,Galvagon,파치래곤,雷鸟龙,雷鳥龍
881,パッチルドン,Arctozolt,Lecryodon,Galvagla,파치르돈,雷鸟海兽,雷鳥海獸
882,ウオノラゴン,Dracovish,Pescragon,Hydragon,어래곤,鳃鱼龙,鰓魚龍
883,ウオチルドン,Arctovish,Pescryodon,Hydragla,어치르돈,鳃鱼海兽,鰓魚海獸
884,ジュラルドン,Duraludon,Duraludon,Duralugon,두랄루돈,铝钢龙,鋁鋼龍
885,ドラメシヤ,Dreepy,Grolldra,Fantyrm,드라꼰,多龙梅西亚,多龍梅西亞
886,ドロンチ,Drakloak,Phandra,Dispareptil,드래런치,多龙奇,多龍奇
887,ドラパルト,Dragapult,Katapuldra,Lanssorien,드래펄트,多龙巴鲁托,多龍巴魯托
888,ザシアン,Zacian,Zacian,Zacian,자시안,苍响,蒼響
889,ザマゼンタ,Zamazenta,Zamazenta,Zamazenta,자마젠타,藏玛然特,藏瑪然特
890,ムゲンダイナ,Eternatus,Endynalos,Éthernatos,무한다이노,无极汰那,無極汰那